NHPDPropertyID,PropertyName,PropertyAddress,City,State,Zip,CBSACode,CBSAType,County,CountyCode,CensusTract,CongressionalDistrict,Latitude,Longitude,ReacScore1,ReacScore2,TargetTenantType,S8_1_ProgramName,S8_1_AssistedUnits,S8_1_RentToFMR,LIHTC_1_ProgramName,S8_2_ID
1029661,VERMONT CITY LIGHTS,4215 S Vermont Ave,Los Angeles,CA,90037-2492,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231600,37,34.01,-118,,,Family,,,,9% Tax Credit,
1029683,WEST ANGELES VILLAS,6030 Crenshaw Blvd,Los Angeles,CA,90043-3984,31080,Metropolitan Statistical Area,Los Angeles,6037,6037234902,37,33.99,-118,,,Elderly or disabled,,,,4% Tax Credit,
1029687,WITMER/COLUMBIA PLACE,1304 W 7th St,Los Angeles,CA,90017-2219,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209300,34,34.05,-118,,,Family,,,,9% Tax Credit,
1029697,CASA SHALOM,1308 S New Hampshire Ave,Los Angeles,CA,90006-4555,31080,Metropolitan Statistical Area,Los Angeles,6037,6037221220,34,34.05,-118,,,Family,,,,4% Tax Credit,
1029732,LITTLE TOKYO DEVELOPMENT,375 E 2nd St,Los Angeles,CA,90012-4239,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206200,34,34.05,-118,,,Family,,,,4% Tax Credit,
1029733,ALAMEDA TERRACE,11917 S Figueroa St,Los Angeles,CA,90061-1413,31080,Metropolitan Statistical Area,Los Angeles,6037,6037241300,43,33.92,-118,,,Family,,,,9% Tax Credit,
1029744,L A COLORADO TERRACE,2455 Colorado Blvd,Los Angeles,CA,90041-1170,31080,Metropolitan Statistical Area,Los Angeles,6037,6037181000,34,34.14,-118,88b,92b,Family,,,,4% Tax Credit,
1029793,EAST LA COMMUNITY CORP,1074 S Rowan Ave,Los Angeles,CA,90023-2454,31080,Metropolitan Statistical Area,Los Angeles,6037,6037531301,40,34.02,-118,,,Family,,,,4% Tax Credit,
1029794,BROADWAY CITY LIGHTS,8000 S Broadway,Los Angeles,CA,90003-2460,31080,Metropolitan Statistical Area,Los Angeles,6037,6037239701,43,33.97,-118,,,Family,,,,9% Tax Credit,
1029817,CORONITA FAMILY APARTMENTS,204 Lucas Ave,Los Angeles,CA,90026-6969,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208000,34,34.06,-118,,,Family,,,,9% Tax Credit,
1029836,GATEWAYS SRO HOUSING,444 N Hoover St,Los Angeles,CA,90004-2391,31080,Metropolitan Statistical Area,Los Angeles,6037,6037195903,28,34.08,-118,,,,,,,9% Tax Credit,
1029842,GRAND & VENICE FAMILY HOUSING,1500 S Grand Ave,Los Angeles,CA,90015-5400,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224010,34,34.04,-118,,,Family,,,,9% Tax Credit,
1029848,HARVARD GLENMARY,8711 S Harvard Blvd,Los Angeles,CA,90047-3351,31080,Metropolitan Statistical Area,Los Angeles,6037,6037238400,43,33.96,-118,,,Elderly or disabled,,,,4% Tax Credit,
1029861,LAGUNA SENIOR APARTMENTS,4201 W Sunset Blvd,Los Angeles,CA,90029-2149,31080,Metropolitan Statistical Area,Los Angeles,6037,6037195400,28,34.09,-118,,,Elderly or disabled,,,,4% Tax Credit,
1029896,NEW TERMINAL HOTEL,901 E 7th St,Los Angeles,CA,90021-1407,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1029903,PASCUAL REYES TOWNHOMES,1413 Connecticut St,Los Angeles,CA,90015,31080,Metropolitan Statistical Area,Los Angeles,6037,6037210010,34,34.05,-118,,,Family,,,,9% Tax Credit,
1029904,PALOMAR APARTMENTS,5473 Santa Monica Blvd,Los Angeles,CA,90029-2357,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191120,28,34.09,-118,,,Elderly or disabled,,,,9% Tax Credit,
1029907,PICO/GRAMERCY FAMILY APARTMENTS,3201 W Pico Blvd,Los Angeles,CA,90019,31080,Metropolitan Statistical Area,Los Angeles,6037,6037213100,34,34.05,-118,,,Family,,,,4% Tax Credit,
1029936,ST ANNE'S TRANSITION HOUSING & CHILD CARE DEVELOPMENT,155 N Occidental Blvd,Los Angeles,CA,90026-4641,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208610,34,34.07,-118,,,,,,,9% Tax Credit,
1029959,TRIANGLE SQUARE APARTMENTS,1602 Ivar Ave,Los Angeles,CA,90028-6353,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190700,28,34.1,-118,,,Elderly or disabled,,,,4% Tax Credit,
1029960,TIDES SENIOR APARTMENTS,623 S Rampart Blvd,Los Angeles,CA,90057-3254,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208720,34,34.06,-118,,,Elderly or disabled,,,,9% Tax Credit,
1029969,VIEWS AT 270,1516 N Western Ave,Los Angeles,CA,90027-5625,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190510,28,34.1,-118,,,Family,,,,4% Tax Credit,
1029979,YANKEE HOTEL,501 E 7th St,Los Angeles,CA,90014-2445,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1029989,METROPOLITAN LOFTS,1040 S Flower St,Los Angeles,CA,90015,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207900,34,34.04,-118,,,,,,,4% Tax Credit,
1029993,SANTOS PLAZA APARTMENTS,3837 S Western Ave,Los Angeles,CA,90062-1295,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231400,37,34.02,-118,,,,,,,9% Tax Credit,
1029994,TESORO DEL VALLE,2301 Humboldt St,Los Angeles,CA,90031-3493,31080,Metropolitan Statistical Area,Los Angeles,6037,6037199000,34,34.08,-118,,,Family,,,,9% Tax Credit,
1029995,CHANCELLOR,3191 W 7th St,Los Angeles,CA,90005-1684,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212303,34,34.06,-118,,,,,,,4% Tax Credit,
1029998,SECURITY BUILDING LOFTS,510 S Spring St,Los Angeles,CA,90013-2399,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207302,34,34.05,-118,,,,,,,4% Tax Credit,
1030000,MAIN STREET VISTAS,5950 S Main St,Los Angeles,CA,90003-1271,31080,Metropolitan Statistical Area,Los Angeles,6037,6037239202,40,33.99,-118,,,Family,,,,9% Tax Credit,
1030001,FIGUEROA PLACE,1320 W Sunset Blvd,Los Angeles,CA,90026-3991,31080,Metropolitan Statistical Area,Los Angeles,6037,6037197600,34,34.07,-118,,,Family,,,,9% Tax Credit,
1030003,BROADWAY VILLAGE APARTMENTS II,5101 S Broadway,Los Angeles,CA,90037-3871,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231900,40,34,-118,,,Family,,,,4% Tax Credit,
1030008,FLORES DEL VALLE APARTMENTS,222 N Avenue 23,Los Angeles,CA,90031,31080,Metropolitan Statistical Area,Los Angeles,6037,6037199000,34,34.08,-118,,,Family,,,,9% Tax Credit,
1030009,MANSI TOWN HOMES,4520 S Figueroa St,Los Angeles,CA,90037-2678,31080,Metropolitan Statistical Area,Los Angeles,6037,6037232120,37,34,-118,,,Family,,,,9% Tax Credit,
1030014,LORENA TERRACE APARTMENTS,611 S Lorena St,Los Angeles,CA,90023-1666,31080,Metropolitan Statistical Area,Los Angeles,6037,6037204810,34,34.03,-118,,,Family,,,,4% Tax Credit,
1030019,VICTOR CLOTHING APARTMENTS,242 S Broadway,Los Angeles,CA,90012-3625,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207301,34,34.05,-118,,,Family,,,,4% Tax Credit,
1030034,WILSHIRE VERMONT STATION,3183 Wilshire Blvd,Los Angeles,CA,90010-1211,31080,Metropolitan Statistical Area,Los Angeles,6037,6037211120,34,34.06,-118,,,,,,,4% Tax Credit,
1030036,WITMER HEIGHTS APARTMENTS HOMES,116 Witmer St,Los Angeles,CA,90026-6968,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208302,34,34.06,-118,,,Family,,,,9% Tax Credit,
1030531,TRI-CITY HOUSING,511 S Mariposa Ave,Los Angeles,CA,90020-2854,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212102,34,34.07,-118,,,,,,,4% Tax Credit,
1030533,PRESERVATION V,833 S Carondelet St,Los Angeles,CA,90057-3963,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209401,34,34.06,-118,83c*,95c,Elderly,LMSA,69,64.29,4% Tax Credit,CA16M000355
1030747,ACADEMY HALL,12010 S Vermont Ave,Los Angeles,CA,90044-2975,31080,Metropolitan Statistical Area,Los Angeles,6037,6037291110,43,33.92,-118,,,,,,,4% Tax Credit,
1030749,ALEXANDRIA HOUSE APARTMENTS,510 S Alexandria Ave,Los Angeles,CA,90020-5509,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212102,34,34.07,-118,,,,,,,4% Tax Credit,
1030768,STOVALL VILLA,535 W 41st St,Los Angeles,CA,90037-4487,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231720,37,34.01,-118,90b,,Elderly,PRAC/202,31,53.76,,
1030772,PICO VETERAN SENIOR HOUSING,10961 W Pico Blvd,Los Angeles,CA,90064-2161,31080,Metropolitan Statistical Area,Los Angeles,6037,6037267800,37,34.04,-118,96b,97b,Elderly,PRAC/202,45,56.38,,
1030773,CASA LUCERNA,1025 S Kern Ave,Los Angeles,CA,90022-3041,31080,Metropolitan Statistical Area,Los Angeles,6037,6037531602,40,34.02,-118,,,Elderly or disabled,,,,4% Tax Credit,
1030778,ABBEY APARTMENTS,605 S San Pedro St,Los Angeles,CA,90014,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,4% Tax Credit,
1030790,BARBIZON HOTEL APARTMENTS,1927 W 6th St,Los Angeles,CA,90057-5222,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208903,34,34.06,-118,,,Family,,,,4% Tax Credit,
1030803,BRONSON COURTS,1227 N Bronson Ave,Los Angeles,CA,90038,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190902,28,34.09,-118,,,Family,,,,9% Tax Credit,
1030811,CARONDELET COURT APARTMENTS HOMES,816 S Carondelet St,Los Angeles,CA,90057-5103,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209401,34,34.06,-118,,,Family,,,,9% Tax Credit,
1030818,MANITOU VISTAS I,3414 Manitou Ave,Los Angeles,CA,90031-2643,31080,Metropolitan Statistical Area,Los Angeles,6037,6037199120,34,34.07,-118,,,Family,,,,9% Tax Credit,
1030822,MARIPOSA PLACE APARTMENTS,5030 Santa Monica Blvd,Los Angeles,CA,90029-2412,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191500,28,34.09,-118,,,Family,,,,4% Tax Credit,
1030823,CLINTON FAMILY APARTMENTS - LOS ANGELES,2114 Clinton St,Los Angeles,CA,90026-4543,31080,Metropolitan Statistical Area,Los Angeles,6037,6037195710,28,34.07,-118,,,Family,,,,9% Tax Credit,
1030833,CORTEZ CITY LIGHTS,1612 Cortez St,Los Angeles,CA,90026-6974,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208302,34,34.07,-118,,,Family,,,,9% Tax Credit,
1030851,SAN PEDRO APARTMENTS,235 S San Pedro St,Los Angeles,CA,90012-3966,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206200,34,34.05,-118,,,Family,,,,4% Tax Credit,
1030859,SEVEN MAPLES,2618 W 7th St,Los Angeles,CA,90057-3858,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209401,34,34.06,-118,,,Elderly or disabled,,,,9% Tax Credit,
1030881,THE ARDMORE,959 S Ardmore Ave,Los Angeles,CA,90006-1484,31080,Metropolitan Statistical Area,Los Angeles,6037,6037213201,34,34.05,-118,,,Family,,,,9% Tax Credit,
1030903,KERNWOOD TERRACE APARTMENTS,337 S Mednik Ave,Los Angeles,CA,90022-1839,31080,Metropolitan Statistical Area,Los Angeles,6037,6037531603,40,34.04,-118,76c,69c,Elderly,HFDA/8 NC,51,91.88,,
1030914,LYNDON HOTEL,413 E 7th St,Los Angeles,CA,90014-2306,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1030928,MIMMIM TOWN HOMES,5417 S Figueroa St,Los Angeles,CA,90037-4460,31080,Metropolitan Statistical Area,Los Angeles,6037,6037232700,37,33.99,-118,,,Family,,,,9% Tax Credit,
1030934,MORGAN PLACE,7301 Crenshaw Blvd,Los Angeles,CA,90043-4968,31080,Metropolitan Statistical Area,Los Angeles,6037,6037235202,37,33.97,-118,,,Elderly or disabled,,,,4% Tax Credit,
1030939,NORTHWEST GATEWAY APARTMENTS,1304 W 2nd St,Los Angeles,CA,90026-7003,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208000,34,34.06,-118,,,,,,,4% Tax Credit,
1030968,SICHEL FAMILY APARTMENTS,1805 Sichel St,Los Angeles,CA,90031-1284,31080,Metropolitan Statistical Area,Los Angeles,6037,6037199900,34,34.06,-118,,,Family,,,,9% Tax Credit,
1030974,THE ALEXANDRIA HOTEL,501 S Spring St,Los Angeles,CA,90013-2310,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207301,34,34.05,-118,,,,,,,4% Tax Credit,
1030976,THE HOBART,924 S Hobart Blvd,Los Angeles,CA,90006-1480,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212501,34,34.05,-118,,,Family,,,,9% Tax Credit,
1030987,UNION POINT APARTMENTS,420 Union Dr,Los Angeles,CA,90017-1682,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209102,34,34.06,-118,,,Family,,,,9% Tax Credit,
1031036,YALE TERRACE APARTMENTS,716 Yale St,Los Angeles,CA,90012-3896,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207102,34,34.06,-118,,,Family,,,,9% Tax Credit,
1031175,ROSSLYN LOFTS,101 W 5th St,Los Angeles,CA,90013-1417,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207302,34,34.05,-118,,,,,,,4% Tax Credit,
1031177,ADAMS & CENTRAL MIXED USE DEVELOPMENT,1011 E Adams Blvd,Los Angeles,CA,90011-5926,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226420,40,34.02,-118,,,Family,,,,4% Tax Credit,
1031179,IMANI FE APARTMENTS,10424 S Central Ave,Los Angeles,CA,90002-3300,31080,Metropolitan Statistical Area,Los Angeles,6037,6037242000,43,33.94,-118,,,Family,,,,9% Tax Credit,
1031181,RITTENHOUSE SQUARE,1100 E 33rd St,Los Angeles,CA,90011-2969,31080,Metropolitan Statistical Area,Los Angeles,6037,6037228210,40,34.01,-118,,,Elderly or disabled,,,,9% Tax Credit,
1031183,TOWNE SQUARE,11650 Towne Ave,Los Angeles,CA,90061-2957,31080,Metropolitan Statistical Area,Los Angeles,6037,6037241001,43,33.93,-118,84c,87c*,,,,,9% Tax Credit,
1031185,INNES HEIGHTS APARTMENTS,1245 Innes Ave,Los Angeles,CA,90026-1798,31080,Metropolitan Statistical Area,Los Angeles,6037,6037197700,34,34.07,-118,,,,,,,9% Tax Credit,
1031189,CENTRAL VILLAGE APARTMENTS,1315 E 21st St,Los Angeles,CA,90011-1247,31080,Metropolitan Statistical Area,Los Angeles,6037,6037227010,40,34.02,-118,,,Family,,,,4% Tax Credit,
1031191,MIRAMAR CITY LIGHTS,1417 W 3rd St,Los Angeles,CA,90017-1496,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208302,34,34.06,-118,,,Family,,,,9% Tax Credit,
1031198,FULLER AVENUE SR HOUSING,1627 N Fuller Ave,Los Angeles,CA,90046-3568,31080,Metropolitan Statistical Area,Los Angeles,6037,6037189905,28,34.1,-118,89b,89b,Elderly,202/8 NC,88,123.8,,
1031200,BRICKER,1671 N Western Ave,Los Angeles,CA,90027-4861,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190510,28,34.1,-118,,,Elderly or disabled,,,,9% Tax Credit,
1031202,HOLLYWOOD BUNGALOW COURTS,1721 N Kingsley Dr,Los Angeles,CA,90027-3701,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190401,28,34.1,-118,,,,,,,4% Tax Credit,
1031210,MIRAMAR VILLAGE,240 S Westlake Ave,Los Angeles,CA,90057-2400,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208401,34,34.06,-118,,,Family,,,,9% Tax Credit,
1031212,ROSA PARKS VILLAS,2507 S Bronson Ave,Los Angeles,CA,90018-1973,31080,Metropolitan Statistical Area,Los Angeles,6037,6037218702,37,34.03,-118,,,Elderly or disabled,,,,9% Tax Credit,
1031214,ANGELUS PLAZA,255 S Hill St,Los Angeles,CA,90012-3500,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207502,34,34.05,-118,98b,63c,Elderly,Sec 8 NC,757,71.96,4% Tax Credit,
1031218,ROSEWOOD GARDENS APARTMENTS,504 N Berendo St,Los Angeles,CA,90004-3054,31080,Metropolitan Statistical Area,Los Angeles,6037,6037192610,34,34.08,-118,,,Elderly or disabled,,,,9% Tax Credit,
1031220,BONNIE BRAE APARTMENTS HOMES,505 S Bonnie Brae St,Los Angeles,CA,90057-5228,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208903,34,34.06,-118,,,Family,,,,4% Tax Credit,
1031222,LA BREA GARDENS,5120 Exposition Blvd,Los Angeles,CA,90016-5288,31080,Metropolitan Statistical Area,Los Angeles,6037,6037220100,37,34.02,-118,85c*,71b,Family,LMSA,185,99.49,4% Tax Credit,
1031224,CHARLES COBB APARTMENTS,521 S San Pedro St,Los Angeles,CA,90013-2148,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,4% Tax Credit,
1031230,FIGUEROA SENIOR HOUSING,5503 S Figueroa St,Los Angeles,CA,90037-4069,31080,Metropolitan Statistical Area,Los Angeles,6037,6037232700,37,33.99,-118,,,Elderly or disabled,,,,4% Tax Credit,
1031232,HOOVER SENIORS,6212 S Hoover St,Los Angeles,CA,90044-5480,31080,Metropolitan Statistical Area,Los Angeles,6037,6037237101,37,33.98,-118,89b,85b,Elderly,PRAC/202,37,59.62,,
1031236,ARDMORE CITY LIGHTS,737 S Ardmore Ave,Los Angeles,CA,90005,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212410,34,34.06,-118,,,Family,,,,9% Tax Credit,
1031238,BROADWAY VILLAGE APARTMENTS I,254 W 78th St,Los Angeles,CA,90003-2450,31080,Metropolitan Statistical Area,Los Angeles,6037,6037239602,40,33.97,-118,,,Family,,,,9% Tax Credit,
1031239,BROADWAY PLAZA APARTMENTS,901 S Broadway,Los Angeles,CA,90015-2085,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207900,34,34.04,-118,66c,66c,,,,,4% Tax Credit,
1031259,NORTH HOLLYWOOD ACCESSIBLE APARTMENTS,12145 BURBANK BLVD,Los Angeles,CA,91607,31080,Metropolitan Statistical Area,Los Angeles,6037,6037123800,29,34.17,-118,98b,79c,Disabled,PRAC/811,12,54.79,,
1031463,ALISO VILLAGE APARTMENTS PHASE II,205 E Elmyra St,Los Angeles,CA,90012-1817,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206010,34,34.05,-118,,,Family,,,,9% Tax Credit,
1031473,STOCKER ST/54TH ST/VICTORIA MANOR APARTMENTS,STOCKER ST,Los Angeles,CA,90043,31080,Metropolitan Statistical Area,Los Angeles,6037,6037703200,37,33.99,-118,,,Family,,,,9% Tax Credit,
1031562,LEEWARD APARTMENTS,2911 Leeward Ave,Los Angeles,CA,90005-5305,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212204,34,34.06,-118,,,,,,,4% Tax Credit,
1031580,SOMERVILE APARTMENTS PHASES I & II,1068 E 42nd Pl,Los Angeles,CA,90011-3095,31080,Metropolitan Statistical Area,Los Angeles,6037,6037228600,40,34.01,-118,,,Family,,,,9% Tax Credit,
1031622,MILAN TOWN HOMES,10006 S Broadway,Los Angeles,CA,90003-5500,31080,Metropolitan Statistical Area,Los Angeles,6037,6037240500,43,33.95,-118,,,Family,,,,9% Tax Credit,
1031624,LAS MARGARITAS APARTMENTS,115 N Soto St,Los Angeles,CA,90033-2932,31080,Metropolitan Statistical Area,Los Angeles,6037,6037204420,34,34.04,-118,,,Family,,,,9% Tax Credit,
1031626,CORONADO PLAZA,2614 W 7th St,Los Angeles,CA,90057-3640,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209401,34,34.06,-118,,,Family,,,,9% Tax Credit,
1031630,CUATRO VIENTOS,5331 Huntington Dr N,Los Angeles,CA,90032-1871,31080,Metropolitan Statistical Area,Los Angeles,6037,6037201120,34,34.09,-118,,,Family,,,,9% Tax Credit,
1031632,EPWORTH APARTMENTS,6525 S Normandie Ave,Los Angeles,CA,90044-2662,31080,Metropolitan Statistical Area,Los Angeles,6037,6037237402,37,33.98,-118,,,,,,,9% Tax Credit,
1031634,CROSSINGS ON 29TH STREET,828 E 29th St,Los Angeles,CA,90011-6010,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226700,40,34.02,-118,,,Family,,,,9% Tax Credit,
1031636,MENLO PARK,831 W 70th St,Los Angeles,CA,90044-5156,31080,Metropolitan Statistical Area,Los Angeles,6037,6037237500,37,33.98,-118,,,Family,,,,9% Tax Credit,
1031681,MAYA TOWN HOMES,306 W 120th St,Los Angeles,CA,90061,31080,Metropolitan Statistical Area,Los Angeles,6037,6037241400,44,33.92,-118,,,Family,,,,9% Tax Credit,
1031687,LORENA HEIGHTS APARTMENTS,3327 Sabina St,Los Angeles,CA,90023,31080,Metropolitan Statistical Area,Los Angeles,6037,6037204810,34,34,-118,80c,52c,Family,,,,9% Tax Credit,
1031689,WADSWORTH PARK APARTMENTS,1033 E 43rd St,Los Angeles,CA,90011,31080,Metropolitan Statistical Area,Los Angeles,6037,6037228600,40,34.01,-118,94b,94b,Family,Sec 8 NC,21,67.43,4% and 9% Tax Credit,
1031693,MOSAIC APARTMENTS,1521 W Pico Blvd,Los Angeles,CA,90015,31080,Metropolitan Statistical Area,Los Angeles,6037,6037210010,34,34.04,-118,,,Family,,,,9% Tax Credit,
1031695,ANDALUCIA HEIGHTS,458 Hartford Ave,Los Angeles,CA,90017,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209103,34,34.06,-118,,,Family,,,,9% Tax Credit,
1031703,JUANITA VILLAS,335 N Juanita Ave,Los Angeles,CA,90004,31080,Metropolitan Statistical Area,Los Angeles,6037,6037192700,34,34.08,-118,,,,,,,9% Tax Credit,
1031709,GLASSELL PARK COMMUNITY HOUSING,3000 Verdugo Rd,Los Angeles,CA,90065-2181,31080,Metropolitan Statistical Area,Los Angeles,6037,6037186404,34,34.11,-118,,,Family,,,,9% Tax Credit,
1031710,LAS ALTURAS RHF SENIOR HOUSING,3525 WHITTIER BLVD,Los Angeles,CA,90023,31080,Metropolitan Statistical Area,Los Angeles,6037,6037204910,34,34.03,-118,82b,77b,Elderly,PRAC/811,74,38.06,,
1031719,FORD APARTMENTS,1000 E 7th St,Los Angeles,CA,90021,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226002,34,34.04,-118,,,,,,,4% and 9% Tax Credit,
1031734,BROADWOOD TERRACE,5005 S Main St,Los Angeles,CA,90037-4601,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231900,40,34,-118,83b,44c,Disabled,PRAC/202,79,32.77,9% Tax Credit,
1031736,MONTECITO APARTMENTS,6650 Franklin Ave,Los Angeles,CA,90028-4789,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190202,28,34.1,-118,74c,63c,Elderly,,,,4% Tax Credit,
1032074,28TH ST YMCA RESIDENCES,1006 E 28th St,Los Angeles,CA,90011-5951,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226700,40,34.02,-118,,,,,,,9% Tax Credit,
1032082,LA PRO II APARTMENTS,10311 S Western Ave,Los Angeles,CA,90047-4290,31080,Metropolitan Statistical Area,Los Angeles,6037,6037238000,43,33.94,-118,,,,,,,9% Tax Credit,
1032096,MY TOWN HOMES,12015 S Figueroa St,Los Angeles,CA,90061-1336,31080,Metropolitan Statistical Area,Los Angeles,6037,6037291110,43,33.92,-118,,,Family,,,,9% Tax Credit,
1032104,MENLO FAMILY HOUSING,1230 Menlo Ave,Los Angeles,CA,90006-3593,31080,Metropolitan Statistical Area,Los Angeles,6037,6037213402,34,34.05,-118,,,Family,,,,4% Tax Credit,
1032140,PWC FAMILY HOUSING,153 Glendale Blvd,Los Angeles,CA,90026-7090,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208302,34,34.06,-118,,,Family,,,,9% Tax Credit,
1032142,THE GORDON,1555 Gordon St,Los Angeles,CA,90028-3306,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191000,28,34.1,-118,,,Family,,,,9% Tax Credit,
1032158,BONNIE BRAE VILLAGE,208 S Bonnie Brae St,Los Angeles,CA,90057-5508,31080,Metropolitan,Los Angeles,6037,6037208401,34,34.06,-118,,,Elderly or disabled,,,,4% Tax Credit,
1032170,JEFFERSON BOULEVARD & FIFTH AVENUE APARTMENTS,2401 W Jefferson Blvd,Los Angeles,CA,90018-3766,31080,Metropolitan Statistical Area,Los Angeles,6037,6037219010,37,34.03,-118,,,Family,,,,9% Tax Credit,
1032172,ASBURY APARTMENTS,2501 W 6th St,Los Angeles,CA,90057-3107,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208802,34,34.06,-118,,,,,,,4% Tax Credit,
1032184,FAR EAST BUILDING,347 E 1st St,Los Angeles,CA,90012-3901,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206200,34,34.05,-118,,,Elderly or disabled,,,,4% Tax Credit,
1032193,BUCKINGHAM SENIOR APARTMENTS,4020 Buckingham Rd,Los Angeles,CA,90008-2369,31080,Metropolitan Statistical Area,Los Angeles,6037,6037236100,37,34.01,-118,,,Elderly or disabled,,,,4% Tax Credit,
1032206,WOODS FAMILY,5051 E 3rd St,Los Angeles,CA,90022-2059,31080,Metropolitan Statistical Area,Los Angeles,6037,6037530400,40,34.03,-118,,,Family,,,,9% Tax Credit,
1032207,SUNRISE APARTMENTS,5111 S Main St,Los Angeles,CA,90037-3839,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231900,40,34,-118,,,Elderly or disabled,,,,9% Tax Credit,
1032208,RENATO APARTMENTS,527 San Julian St,Los Angeles,CA,90013,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1032213,NORMANDIE TERRACE,540 S Normandie Ave,Los Angeles,CA,90020-3012,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212102,34,34.06,-118,,,Family,,,,9% Tax Credit,
1032215,METRO AT HOLLYWOOD,5555 Hollywood Blvd,Los Angeles,CA,90028-6814,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190301,28,34.1,-118,,,Elderly or disabled,,,,4% Tax Credit,
1032222,RAINBOW APARTMENTS,635 S San Pedro St,Los Angeles,CA,90014,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1032250,MCCOY PLAZA A,9305 Firth Blvd,Los Angeles,CA,90002,31080,Metropolitan Statistical Area,Los Angeles,6037,6037242300,44,33.95,-118,,,Family,,,,9% Tax Credit,
1032252,CORONEL VILLAGE,935 S Boyle Ave,Los Angeles,CA,90023-1275,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206050,34,34.04,-118,,,Elderly or disabled,,,,4% Tax Credit,
1032256,HARVARD CIRCLE,952 N Harvard Blvd,Los Angeles,CA,90029-3579,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191620,28,34.09,-118,,,Family,,,,9% Tax Credit,
