NHPDPropertyID,PropertyName,PropertyAddress,City,State,Zip,CBSACode,CBSAType,County,CountyCode,CensusTract,CongressionalDistrict,Latitude,Longitude,ReacScore1,ReacScore2,TargetTenantType,S8_1_ProgramName,S8_1_AssistedUnits,S8_1_RentToFMR,LIHTC_1_ProgramName,S8_2_ID
1027266,PRESERVATION II,3012 Halldale Ave,Los Angeles,CA,90018-3181,31080,Metropolitan Statistical Area,Los Angeles,6037,6037222100,37,34.03,-118,81b,68c,Family,LMSA,63,75.24,,CA16M000346
1027268,ARIRANG HOUSING,1725 Whitley Ave,Los Angeles,CA,90028-4808,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190202,28,34.1,-118,84b,84b,Elderly,PRAC/202,74,37.49,,
1027269,ALVARADO GARDENS,1800 N Alvarado St,Los Angeles,CA,90026-1745,31080,Metropolitan Statistical Area,Los Angeles,6037,6037197420,28,34.09,-118,94c,85c,Family,LMSA,48,113.35,,
1027277,LAS TORRES,944 Grattan St,Los Angeles,CA,90015-1139,31080,Metropolitan Statistical Area,Los Angeles,6037,6037210010,34,34.05,-118,82c,82c,Elderly,202/8 NC,104,97.88,,
1027280,HOBART GARDENS,1344 N Hobart Blvd,Los Angeles,CA,90027-5648,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191110,28,34.1,-118,86b,69c,Elderly,LMSA,141,122.27,,
1027287,MID TOWN APARTMENTS,3030 San Marino St,Los Angeles,CA,90006-1559,31080,Metropolitan Statistical Area,Los Angeles,6037,6037213320,34,34.05,-118,81c,80c*,Family,LMSA,119,87.27,,
1027291,MIDTOWN MANOR,528 W 50th St,Los Angeles,CA,90037-3366,31080,Metropolitan Statistical Area,Los Angeles,6037,6037232120,37,34,-118,80c*,80c*,Family,PD/8 Existing,32,88.42,,
1027295,VERMONT SENIORS,3901 S Vermont Ave,Los Angeles,CA,90037-1998,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231220,37,34.02,-118,61c,64c*,Elderly,PRAC/202,138,41.35,,
1027297,AFTON PLACE SENIOR APARTMENTS,6230 Afton Pl,Los Angeles,CA,90028-8256,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190801,28,34.1,-118,85b,87b,Family,Sec 8 SR,68,108.32,4% Tax Credit,
1027301,MID CITY APARTMENTS,7512 S San Pedro St,Los Angeles,CA,90003-2336,31080,Metropolitan Statistical Area,Los Angeles,6037,6037239501,40,33.97,-118,93b,79c*,Family,LMSA,68,80.91,,
1027308,NORMANDIE VILLAS,2633 S Normandie Ave,Los Angeles,CA,90007-2174,31080,Metropolitan Statistical Area,Los Angeles,6037,6037222200,37,34.03,-118,85c,89c,Family,HFDA/8 NC,25,95.31,,
1027309,WITMER MANOR APARTMENT COMPLEX,1501 Miramar St,Los Angeles,CA,90026-6056,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208302,34,34.06,-118,82b,82b,Family,LMSA,237,91.99,4% Tax Credit,
1027317,MONTEREY TERRACE,3800 Monterey Rd,Los Angeles,CA,90032-1459,31080,Metropolitan Statistical Area,Los Angeles,6037,6037201301,34,34.09,-118,92c*,92c*,Family,Sec 8 NC,40,89.69,,
1027322,ST ANDREWS TERRACE,1525 N St Andrews Pl,Los Angeles,CA,90028-6713,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190510,28,34.1,-118,95b,83c,Family,Preservation,24,93.32,,
1027323,MIRAMAR TOWERS,2000 Miramar St,Los Angeles,CA,90057-2307,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208401,34,34.06,-118,88a,69c,Elderly,HFDA/8 NC,156,103.73,,
1027328,HOLLYWOOD GARDENS,5411 3/4 Lemon Grove Ave,Los Angeles,CA,90038-4060,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191720,28,34.09,-118,69c,92b,Family,Sec 8 SR,62,91.15,,
1027340,DORIE MILLER MANOR,945 E 120th St,Los Angeles,CA,90059-2801,31080,Metropolitan Statistical Area,Los Angeles,6037,6037241002,44,33.92,-118,91c,84b*,Family,PD/8 Existing,36,85.84,,
1027347,MOUNT ZION TOWERS,4827 S Central Ave,Los Angeles,CA,90011-5462,31080,Metropolitan Statistical Area,Los Angeles,6037,6037229200,40,34,-118,92b,73c*,Elderly,LMSA,117,98.86,4% Tax Credit,
1027353,HOLLYWOOD EAST APARTMENTS,4829 Lexington Ave,Los Angeles,CA,90029-1661,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191203,28,34.09,-118,86c,76c,Family,LMSA,67,102.56,,
1027356,HOLLYWOOD KNICKERBOCKER,1714 Ivar Ave,Los Angeles,CA,90028-5124,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190201,28,34.1,-118,96b*,70c*,Elderly,LMSA,280,77.39,,
1027357,HOLLYWOODLAND APARTMENTS,977 N Wilton Pl,Los Angeles,CA,90038-3264,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191720,28,34.09,-118,93b,93b,Elderly or disabled,,,,4% Tax Credit,
1027371,SWANSEA PARK APARTMENTS,1015 N Kingsley Dr,Los Angeles,CA,90029-1243,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191620,28,34.09,-118,83b*,38c*,Elderly,Sec 8 SR,38,119.98,4% Tax Credit,CA160036006
1027374,NEW HOPE SENIOR VILLA,5140 S Central Ave,Los Angeles,CA,90011-4764,31080,Metropolitan Statistical Area,Los Angeles,6037,6037228710,40,34,-118,87b,87b,Elderly,PRAC/202,46,46.67,,
1027376,HOUSTON HOMES APARTMENTS,1151 E 20th St,Los Angeles,CA,90011-1266,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226001,40,34.02,-118,80c,70c,Family,LMSA,52,98.4,,
1027388,VILLA DE LA ESPERANZA,1401 S Hope St,Los Angeles,CA,90015-2984,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224010,34,34.04,-118,88b,88b,Elderly,PRAC/202,87,27.41,,
1027396,LINCOLN HEIGHTS APARTMENTS,3333 N Mission Rd,Los Angeles,CA,90031-3160,31080,Metropolitan Statistical Area,Los Angeles,6037,6037199900,34,34.07,-118,95b,77c,Family,LMSA,64,84.83,,
1027398,JEFFERSON CUNNINGHAM,2300 S Victoria Ave,Los Angeles,CA,90016-1861,31080,Metropolitan Statistical Area,Los Angeles,6037,6037218702,37,34.03,-118,92b,92b,Family,Sec 8 NC,30,104.35,,
1027414,OLYMPIC PLAZA SR HSG,2605 W Olympic Blvd,Los Angeles,CA,90006-2802,31080,Metropolitan Statistical Area,Los Angeles,6037,6037213401,34,34.05,-118,96b,71b,Disabled,PRAC/202,88,29.9,,
1027420,TC APARTMENTS,877 N Bunker Hill Ave,Los Angeles,CA,90012-1687,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207103,34,34.06,-118,82c*,53c,Family,HFDA/8 NC,19,92.79,,
1027428,VILLA FLORES,1020 S Flower St,Los Angeles,CA,90015-1471,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207900,34,34.04,-118,99a,69c,Elderly,PRAC/202,74,46.35,,
1027434,TELACU VISTAS,4900 Via Marisol,Los Angeles,CA,90042-5526,31080,Metropolitan Statistical Area,Los Angeles,6037,6037201302,34,34.1,-118,92b,92b,Elderly,PRAC/202,99,48.22,,
1027440,740 S OLIVE STREET APARTMENTS,740 S Olive St,Los Angeles,CA,90014-2616,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207710,34,34.05,-118,65c,86b,Elderly,Sec 8 SR,307,156.04,4% Tax Credit,
1027460,39TH PLACE APARTMENTS,1075 W 39th Pl,Los Angeles,CA,90037-1559,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231220,37,34.01,-118,97b,79c,Family,LMSA,12,81.5,,
1027486,ST JAMES MANOR,615 S Gramercy Pl,Los Angeles,CA,90005-3265,31080,Metropolitan Statistical Area,Los Angeles,6037,6037211704,34,34.06,-118,89c,84c,Elderly,202/8 NC,65,97.75,,
1027496,HOMEWARD BOUND,1045 S Bedford St,Los Angeles,CA,90035-2163,31080,Metropolitan Statistical Area,Los Angeles,6037,6037216401,37,34.06,-118,87b,87b,Disabled,PRAC/811,4,37.26,,
1027500,JESSIE L TERRY MANOR,3100 S Vermont Ave,Los Angeles,CA,90007-3044,31080,Metropolitan Statistical Area,Los Angeles,6037,6037221900,37,34.03,-118,94c,91b,Elderly,LMSA,170,117.73,9% Tax Credit,
1027504,TWO WORLDS ONE APARTMENTS,809 W 23rd St,Los Angeles,CA,90007-2057,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224420,37,34.03,-118,90c*,78c*,Family,LMSA,96,83.67,9% Tax Credit,
1027505,URBAN REHAB #1,9310 S Central Ave,Los Angeles,CA,90002-2018,31080,Metropolitan Statistical Area,Los Angeles,6037,6037240700,43,33.95,-118,88b*,88b*,Family,PD/8 Existing,60,83.29,,
1027506,KERN VILLA APARTMENTS,200 N Kern Ave,Los Angeles,CA,90022,31080,Metropolitan Statistical Area,Los Angeles,6037,6037530500,40,34.04,-118,96b*,89c,Family,Sec 8 NC,48,77,9% Tax Credit,
1027510,TELACU POINTE,3200 FLETCHER DR,Los Angeles,CA,90065,31080,Metropolitan Statistical Area,Los Angeles,6037,6037186401,34,34.12,-118,88c,99a,Elderly,PRAC/202,83,44.54,,
1027511,ADAMS SENIOR HOUSING,1921 W ADAMS BLVD,Los Angeles,CA,90018,31080,Metropolitan Statistical Area,Los Angeles,6037,6037221500,37,34.03,-118,90c,90c,Elderly,PRAC/202,74,46.04,,
1027515,PACE VILLA,3601 S Catalina St,Los Angeles,CA,90007-3943,31080,Metropolitan Statistical Area,Los Angeles,6037,6037222600,37,34.02,-118,91b,75b,Family,Sec 8 NC,16,68.34,,
1027520,LA PRO III,230 W 88th Pl,Los Angeles,CA,90003-3652,31080,Metropolitan Statistical Area,Los Angeles,6037,6037240200,43,33.96,-118,92b*,92b*,Family,LMSA,84,83.18,4% Tax Credit,
1027522,KILGORE MANOR,2411 S Central Ave,Los Angeles,CA,90011-1609,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226420,40,34.02,-118,98b,98b,Elderly,LMSA,51,56.32,,
1027523,LA HACIENDA I,2126 Cambridge St,Los Angeles,CA,90006-4209,31080,Metropolitan Statistical Area,Los Angeles,6037,6037221210,34,34.04,-118,61c*,61c*,Family,HFDA/8 NC,14,80.55,,
1027528,ETHEL ARNOLD BRADLEY GARDENS,7850 S Normandie Ave,Los Angeles,CA,90044-2373,31080,Metropolitan Statistical Area,Los Angeles,6037,6037237800,37,33.97,-118,87b,87c,Family,Sec 8 NC,80,111.63,,
1027529,FAIRFAX SENIOR CIT APARTMENTS,737 S Genesee Ave,Los Angeles,CA,90036-4544,31080,Metropolitan Statistical Area,Los Angeles,6037,6037216300,37,34.06,-118,84c,93b*,Elderly,Sec 8 NC,45,154.7,,
1027533,VAN NUYS APARTMENTS,210 W 7th St,Los Angeles,CA,90014-1834,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207301,34,34.04,-118,72c,80c,Elderly,Sec 8 SR,299,74.29,4% Tax Credit,
1027536,LA HACIENDA II,1630 S Union Ave,Los Angeles,CA,90015-3275,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224200,34,34.04,-118,84c*,59c*,Family,HFDA/8 NC,10,73.2,,
1027558,VILLA MALAGA,4704 Dozier Ave,Los Angeles,CA,90022-1300,31080,Metropolitan Statistical Area,Los Angeles,6037,6037530500,40,34.04,-118,88b,62b,Disabled,PRAC/811,23,45.11,,
1027570,VILLA MARISOL,5301 Via Marisol,Los Angeles,CA,90042-4889,31080,Metropolitan Statistical Area,Los Angeles,6037,6037183702,34,34.1,-118,98b,98b,Elderly,HFDA/8 NC,48,110.48,,
1027576,SILVERCREST HOLLYWOOD,5940 Carlos Ave,Los Angeles,CA,90028-5467,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191000,28,34.1,-118,69c,69c*,Elderly,PRAC/202,98,45.48,,
1027582,LA PRO I,1011 N Cummings St,Los Angeles,CA,90033-1349,31080,Metropolitan Statistical Area,Los Angeles,6037,6037203300,34,34.06,-118,81c,81c,Family,LMSA,104,77.52,,
1027604,VAN NESS TERRACE,1809 S Van Ness Ave,Los Angeles,CA,90019-6257,31080,Metropolitan Statistical Area,Los Angeles,6037,6037221302,34,34.04,-118,86b,86b,Family,Preservation,12,93.23,,
1028119,DUNBAR VILLAGE,4225 S Central Ave,Los Angeles,CA,90011-3000,31080,Metropolitan Statistical Area,Los Angeles,6037,6037228320,40,34.01,-118,,,Family,,,,4% Tax Credit,
1028129,ELEVENTH AVENUE APARTMENTS,6726 11th Ave,Los Angeles,CA,90043-4785,31080,Metropolitan Statistical Area,Los Angeles,6037,6037235202,37,33.98,-118,,,Family,,,,9% Tax Credit,
1028146,HENDERSON HOMES,3804 Wisconsin St,Los Angeles,CA,90037-1173,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231220,37,34.02,-118,,,Family,,,,9% Tax Credit,
1028148,KOREAN YOUTH CENTER APARTMENTS,3987 W 7th St,Los Angeles,CA,90005-5105,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212610,34,34.06,-118,,,Family,,,,9% Tax Credit,
1028166,BROADCAST CENTER,7660 Beverly Blvd,Los Angeles,CA,90036-2734,31080,Metropolitan Statistical Area,Los Angeles,6037,6037214501,33,34.08,-118,,,,,,,4% Tax Credit,
1028174,SUNFLOWER NORTON APARTMENTS,1242 S Norton Ave,Los Angeles,CA,90019-3382,31080,Metropolitan Statistical Area,Los Angeles,6037,6037212900,37,34.05,-118,,,Family,,,,9% Tax Credit,
1028217,OLYMPIA HOTEL,1201 E 7th St,Los Angeles,CA,90021-1505,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1028222,VENDOME PALMS APARTMENTS,975 N Vendome St,Los Angeles,CA,90026-2860,31080,Metropolitan Statistical Area,Los Angeles,6037,6037195803,28,34.08,-118,,,,,,,4% Tax Credit,
1028229,ROBINSON VILLA,3845 Wisconsin St,Los Angeles,CA,90037-1174,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231220,37,34.02,-118,,,Family,,,,9% Tax Credit,
1028231,SAN FELIPE HOMES,690 N Herbert Ave,Los Angeles,CA,90063-1800,31080,Metropolitan Statistical Area,Los Angeles,6037,6037530902,34,34.04,-118,,,Family,,,,9% Tax Credit,
1028238,GREENVIEW VILLAGE APARTMENTS,825 Green Ave,Los Angeles,CA,90017-4324,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209300,34,34.05,-118,,,Family,,,,9% Tax Credit,
1028248,SHAHEEN/SHEHAB,8209 S Broadway,Los Angeles,CA,90003-2868,31080,Metropolitan Statistical Area,Los Angeles,6037,6037239701,43,33.96,-118,,,Family,,,,9% Tax Credit,
1028264,BIXEL HOUSE APARTMENTS,625 S Bixel St,Los Angeles,CA,90017-2232,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209200,34,34.05,-118,,,,,,,4% and 9% Tax Credit,
1028269,CORONADO PLACE,671 S Coronado St,Los Angeles,CA,90057-3432,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208720,34,34.06,-118,82b,,Family,,,,4% Tax Credit,
1028276,GILBERT LINDSAY APARTMENTS,601 W 40th Pl,Los Angeles,CA,90037-2059,31080,Metropolitan Statistical Area,Los Angeles,6037,6037231720,37,34.01,-118,,,Family,,,,,
1028299,BEVERLY CITY LIGHTS,107 S Carondelet St,Los Angeles,CA,90057-2076,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208502,34,34.07,-118,,,Family,,,,9% Tax Credit,
1028305,CASA BERENDO,1240 N Berendo St,Los Angeles,CA,90029-1676,31080,Metropolitan Statistical Area,Los Angeles,6037,6037191203,28,34.09,-118,,,Family,,,,9% Tax Credit,
1028309,CENTRAL AVENUE VILLAGE SQUARE,1060 E 53rd St,Los Angeles,CA,90011-4656,31080,Metropolitan Statistical Area,Los Angeles,6037,6037229420,40,33.99,-118,,,Family,,,,4% Tax Credit,
1028313,COLDEN OAKS,225 E Colden Ave,Los Angeles,CA,90003-4210,31080,Metropolitan Statistical Area,Los Angeles,6037,6037240600,43,33.95,-118,,,Family,,,,9% Tax Credit,
1028315,CRESCENT COURT,1412 W 12th St,Los Angeles,CA,90015,31080,Metropolitan Statistical Area,Los Angeles,6037,6037210010,34,34.05,-118,,,Family,,,,9% Tax Credit,
1028325,FLORENCE AVENUE VILLA,910 W Florence Ave,Los Angeles,CA,90044-5162,31080,Metropolitan Statistical Area,Los Angeles,6037,6037237710,37,33.97,-118,,,Family,,,,9% Tax Credit,
1028334,CASA ESPERANZA,206 E 23rd St,Los Angeles,CA,90011-1076,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224020,37,34.03,-118,,,Family,,,,9% Tax Credit,
1028339,HOPE WEST APARTMENTS,1231 Wall St,Los Angeles,CA,90015-2613,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226002,34,34.03,-118,,,Family,,,,9% Tax Credit,
1028340,CENTRAL AVENUE VILLA,4051 S Central Ave,Los Angeles,CA,90011-2777,31080,Metropolitan Statistical Area,Los Angeles,6037,6037228310,40,34.01,-118,,,Family,,,,4% Tax Credit,
1028355,DUNNING APARTMENTS,5552 Carlton Way,Los Angeles,CA,90028,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190510,28,34.1,-118,,,Family,,,,9% Tax Credit,
1028360,MARION HOTEL,642 Crocker St,Los Angeles,CA,90021-1002,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1028362,MARY ANDREWS CLARK RESIDENCE,306 Loma Dr,Los Angeles,CA,90017-1148,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209104,34,34.06,-118,,,,,,,9% Tax Credit,
1028374,ONE WILKINS PLACE APARTMENTS,1071 E 48th St,Los Angeles,CA,90011-5400,31080,Metropolitan Statistical Area,Los Angeles,6037,6037229200,40,34,-118,,,Family,,,,4% Tax Credit,
1028383,LEONIDE APARTMENTS,512 S Main St,Los Angeles,CA,90013-1441,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207302,34,34.05,-118,,,,,,,9% Tax Credit,
1028384,PARKVIEW APARTMENTS,622 S Alvarado St,Los Angeles,CA,90057-3303,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208903,34,34.06,-118,,,,,,,9% Tax Credit,
1028392,PRODUCE PLACE,676 S Central Ave,Los Angeles,CA,90021-1039,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1028396,ROHIT VILLAS,122 E 120th St,Los Angeles,CA,90061-2400,31080,Metropolitan Statistical Area,Los Angeles,6037,6037241400,44,33.92,-118,,,Family,,,,9% Tax Credit,
1028398,ROSAMEL APARTMENTS,1240 Elden Ave,Los Angeles,CA,90006-3500,31080,Metropolitan Statistical Area,Los Angeles,6037,6037213402,34,34.05,-118,,,,,,,9% Tax Credit,
1028403,SENATOR HOTEL,729 S Main St,Los Angeles,CA,90014-2012,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207301,34,34.04,-118,,,,,,,9% Tax Credit,
1028413,THE CARLTON APARTMENTS,5425 Carlton Way,Los Angeles,CA,90027-4887,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190510,28,34.1,-118,,,Family,,,,9% Tax Credit,
1028421,VILLA ESPERANZA,255 E 28th St,Los Angeles,CA,90011-1458,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224600,40,34.02,-118,,,Family,,,,9% Tax Credit,
1028428,WITMER CITY LIGHTS,319 Witmer St,Los Angeles,CA,90017-1300,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209103,34,34.06,-118,,,Family,,,,9% Tax Credit,
1028434,HOLLYWOOD EL CENTRO APARTMENTS,6211 DE Longpre Ave,Los Angeles,CA,90028-8255,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190801,28,34.1,-118,,,Family,,,,9% Tax Credit,
1028437,PARKER HOTEL,725 Witmer St,Los Angeles,CA,90017-4462,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209300,34,34.05,-118,,,,,,,9% Tax Credit,
1028445,COURTLAND HOTEL,520 Wall St,Los Angeles,CA,90013-2144,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1028457,ROBERTA STEPHENS VILLAS I + II,1035 E 27th St,Los Angeles,CA,90011-5544,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226420,40,34.02,-118,,,Family,,,,9% Tax Credit,
1028464,CANAAN GARDENS,641 E 27th St,Los Angeles,CA,90011-1561,31080,Metropolitan Statistical Area,Los Angeles,6037,6037226410,40,34.02,-118,,,Family,,,,9% Tax Credit,
1028468,CASA HEIWA,231 E 3rd St,Los Angeles,CA,90013-1494,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206200,34,34.05,-118,,,Family,,,,9% Tax Credit,
1028473,SIMONE HOTEL,520 San Julian St,Los Angeles,CA,90013-1513,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1028475,ST MARK'S HOTEL,611 E 5th St,Los Angeles,CA,90013-2109,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206200,34,34.04,-118,,,,,,,9% Tax Credit,
1028486,CRESCENT VILLAGE,1709 W 8th St,Los Angeles,CA,90017-2145,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209403,34,34.05,-118,,,Family,,,,9% Tax Credit,
1028487,HART HOTEL,508 E 4th St,Los Angeles,CA,90013-2104,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206200,34,34.04,-118,,,,,,,9% Tax Credit,
1028489,LAS AMERICAS HOTEL,1205 E 6th St,Los Angeles,CA,90021-1209,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206031,34,34.04,-118,,,,,,,9% Tax Credit,
1028495,EDWARD HOTEL,713 E 5th St,Los Angeles,CA,90013-2110,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206200,34,34.04,-118,,,,,,,9% Tax Credit,
1028496,THE SANBORN HOTEL,526 S Main St,Los Angeles,CA,90013-1422,31080,Metropolitan Statistical Area,Los Angeles,6037,6037207302,34,34.05,-118,,,,,,,9% Tax Credit,
1028499,FAME MANOR,3210 W Adams Blvd,Los Angeles,CA,90018-5407,31080,Metropolitan Statistical Area,Los Angeles,6037,6037218900,37,34.03,-118,,,Family,,,,9% Tax Credit,
1028505,FUMBAH MANOR,832 S Lake St,Los Angeles,CA,90057-4086,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209402,34,34.05,-118,,,Family,,,,9% Tax Credit,
1028517,LA BREA/FRANKLIN APARTMENTS,1801 N LA Brea Ave,Los Angeles,CA,90046-8318,31080,Metropolitan Statistical Area,Los Angeles,6037,6037194101,28,34.1,-118,,,Family,,,,9% Tax Credit,
1028520,ARLINGTON RODEO APARTMENTS,3804 Arlington Ave,Los Angeles,CA,90008-1985,31080,Metropolitan Statistical Area,Los Angeles,6037,6037234000,37,34.02,-118,,,Family,,,,9% Tax Credit,
1028526,CASA GLORIA,1450 W Temple St,Los Angeles,CA,90026-6613,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208000,34,34.07,-118,,,Family,,,,9% Tax Credit,
1028531,LAS PALOMAS HOTEL,2201 E 1st St,Los Angeles,CA,90033-3989,31080,Metropolitan Statistical Area,Los Angeles,6037,6037204420,34,34.04,-118,,,,,,,9% Tax Credit,
1028535,MANILA TERRACE APARTMENTS,2328 W Temple St,Los Angeles,CA,90026-4957,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208501,34,34.07,-118,,,Family,,,,9% Tax Credit,
1028539,MARINA APARTMENTS,722 S Coronado St,Los Angeles,CA,90057-3839,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209401,34,34.06,-118,,,Family,,,,9% Tax Credit,
1028543,MERCEDES APARTMENTS,727 S Carondelet St,Los Angeles,CA,90057-3993,31080,Metropolitan Statistical Area,Los Angeles,6037,6037209401,34,34.06,-118,,,Family,,,,9% Tax Credit,
1028545,MIDTOWN GARDENS,400 N Vermont Ave,Los Angeles,CA,90004-3513,31080,Metropolitan Statistical Area,Los Angeles,6037,6037192700,34,34.08,-118,,,,,,,9% Tax Credit,
1028548,NORBO HOTEL DEVELOPMENT,526 E 6th St,Los Angeles,CA,90021-1010,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1028552,PARADISE ARMS,5200 S Broadway,Los Angeles,CA,90037-3853,31080,Metropolitan Statistical Area,Los Angeles,6037,6037232800,40,34,-118,,,Family,,,,4% Tax Credit,
1028553,PARK PLACE APARTMENTS,2500 W 4th St,Los Angeles,CA,90057-1931,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208802,34,34.06,-118,,,Family,,,,9% Tax Credit,
1028566,ST ANDREWS BUNGALOW COURT,1514 N St Andrews Pl,Los Angeles,CA,90028-6714,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190510,28,34.1,-118,,,,,,,9% Tax Credit,
1028568,VISTA ANGELINA FAMILY APARTMENTS,418 E Edgeware Rd,Los Angeles,CA,90026-5693,31080,Metropolitan Statistical Area,Los Angeles,6037,6037208000,34,34.07,-118,,,Family,,,,4% Tax Credit,
1028574,VILLA DEL PUEBLO,1441 S Hope St,Los Angeles,CA,90015-2911,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224010,34,34.04,-118,,,Family,,,,9% Tax Credit,
1028581,WELDON HOTEL,507 Maple Ave,Los Angeles,CA,90013-1511,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.05,-118,,,,,,,9% Tax Credit,
1028584,YOUNG APARTMENTS,1621 S Grand Ave,Los Angeles,CA,90015-3565,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224010,34,34.04,-118,,,,,,,9% Tax Credit,
1028589,BUDLONG AVENUE APARTMENTS,2727 S Budlong Ave,Los Angeles,CA,90007-2170,31080,Metropolitan Statistical Area,Los Angeles,6037,6037222200,37,34.03,-118,,,Family,,,,9% Tax Credit,
1028618,ROSSMORE HOTEL,905 E 6th St,Los Angeles,CA,90021-1017,31080,Metropolitan Statistical Area,Los Angeles,6037,6037206300,34,34.04,-118,,,,,,,9% Tax Credit,
1028621,GOWER STREET APARTMENTS,1140 N Gower St,Los Angeles,CA,90038-1854,31080,Metropolitan Statistical Area,Los Angeles,6037,6037190902,28,34.09,-118,,,,,,,9% Tax Credit,
1028631,VILLA METROPOLITANO,1328 S Hope St,Los Angeles,CA,90015-2923,31080,Metropolitan Statistical Area,Los Angeles,6037,6037224010,34,34.04,-118,,,,,,,9% Tax Credit,
1028646,HYDE PARK PLACE APARTMENTS,6323 10th Ave,Los Angeles,CA,90043-4100,31080,Metropolitan Statistical Area,Los Angeles,6037,6037234901,37,33.98,-118,,,Family,,,,9% Tax Credit,
1028651,LA TOWN HOMES,2557 S Bronson Ave,Los Angeles,CA,90018-1772,31080,Metropolitan Statistical Area,Los Angeles,6037,6037218702,37,34.03,-118,,,Family,,,,9% Tax Credit,
1028654,ADAMS-CONGRESS APARTMENTS,1801 W Adams Blvd,Los Angeles,CA,90018-2705,31080,Metropolitan Statistical Area,Los Angeles,6037,6037221500,37,34.03,-118,,,Family,,,,9% Tax Credit,
1028660,ATHENS GLEN APARTMENTS,11515 S Budlong Ave,Los Angeles,CA,90044-1268,31080,Metropolitan Statistical Area,Los Angeles,6037,6037602801,43,33.93,-118,,,Family,,,,9% Tax Credit,
1028664,BRYNVIEW TERRACE,6603 Brynhurst Ave,Los Angeles,CA,90043-4395,31080,Metropolitan Statistical Area,Los Angeles,6037,6037234902,37,33.98,-118,,,Family,,,,9% Tax Credit,
